1000	30	40	40	40	2.5	10	0000	40	40	40	40	0.0	1	1	0000	40	40	40	30	5.0	1	
1000	30	40	40	30	2.5	10	0000	40	40	40	30	0.0	1	1	0000	40	40	30	30	5.0	1	
1000	30	40	40	20	2.5	10	0000	40	40	40	20	0.0	1	1	0000	40	40	30	20	5.0	1	
1000	30	40	40	10	2.5	10	0000	40	40	40	10	0.0	1	1	0000	40	40	30	10	5.0	1	
1000	30	40	40	4	2.5	10	0000	40	40	40	4	0.0	1	1	0000	40	40	30	4	5.0	1	
1000	30	40	30	30	2.5	10	0000	40	40	30	30	0.0	1	1	0000	40	30	30	30	5.0	1	
1000	30	40	30	20	2.5	10	0000	40	40	30	20	0.0	1	1	0000	40	30	30	20	5.0	1	
1000	30	40	30	10	2.5	10	0000	40	40	30	10	0.0	1	1	0000	40	30	30	10	5.0	1	
1000	30	40	30	4	2.5	10	0000	40	40	30	4	0.0	1	1	0000	40	30	30	4	5.0	1	
1000	30	40	20	20	2.5	10	0000	40	40	20	20	0.0	1	1	0000	40	30	20	20	5.0	1	
1000	30	40	20	10	2.5	10	0000	40	40	20	10	0.0	1	1	0000	40	30	20	10	5.0	1	
1000	30	40	20	4	2.5	10	0000	40	40	20	4	0.0	1	1	0000	40	30	20	4	5.0	1	
1000	30	40	10	10	2.5	10	0000	40	40	10	10	0.0	1	1	0000	40	30	10	10	5.0	1	
1000	30	40	10	4	2.5	10	0000	40	40	10	4	0.0	1	1	0000	40	30	10	4	5.0	1	
1000	30	40	4	4	0.0	10	0000	40	40	4	4	0.0	1	0	null	0	0	0	0	0.0	0	
1000	30	30	30	30	2.5	10	0000	40	30	30	30	0.0	1	1	0000	30	30	30	30	5.0	1	
1000	30	30	30	20	2.5	10	0000	40	30	30	20	0.0	1	1	0000	30	30	30	20	5.0	1	
1000	30	30	30	10	2.5	10	0000	40	30	30	10	0.0	1	1	0000	30	30	30	10	5.0	1	
1000	30	30	30	4	2.5	10	0000	40	30	30	4	0.0	1	1	0000	30	30	30	4	5.0	1	
1000	30	30	20	20	2.5	10	0000	40	30	20	20	0.0	1	1	0000	30	30	20	20	5.0	1	
1000	30	30	20	10	2.5	10	0000	40	30	20	10	0.0	1	1	0000	30	30	20	10	5.0	1	
1000	30	30	20	4	2.5	10	0000	40	30	20	4	0.0	1	1	0000	30	30	20	4	5.0	1	
1000	30	30	10	10	2.5	10	0000	40	30	10	10	0.0	1	1	0000	30	30	10	10	5.0	1	
1000	30	30	10	4	0.0	10	0000	40	30	10	4	0.0	1	0	null	0	0	0	0	0.0	0	
1000	30	20	20	20	2.5	10	0000	40	20	20	20	0.0	1	1	0000	30	20	20	20	5.0	1	
1000	30	20	20	10	2.5	10	0000	40	20	20	10	0.0	1	1	0000	30	20	20	10	5.0	1	
1000	30	20	20	4	0.0	10	0000	40	20	20	4	0.0	1	0	null	0	0	0	0	0.0	0	
1000	30	20	10	10	0.0	10	0000	40	20	10	10	0.0	1	0	null	0	0	0	0	0.0	0	
1000	20	40	40	40	3.0	10	0000	40	40	40	40	0.0	1	1	0000	40	40	40	20	6.0	1	
1000	20	40	40	30	3.0	10	0000	40	40	40	30	0.0	1	1	0000	40	40	30	20	6.0	1	
1000	20	40	40	20	3.0	10	0000	40	40	40	20	0.0	1	1	0000	40	40	20	20	6.0	1	
1000	20	40	40	10	3.0	10	0000	40	40	40	10	0.0	1	1	0000	40	40	20	10	6.0	1	
1000	20	40	40	4	3.0	10	0000	40	40	40	4	0.0	1	1	0000	40	40	20	4	6.0	1	
1000	20	40	30	30	3.0	10	0000	40	40	30	30	0.0	1	1	0000	40	30	30	20	6.0	1	
1000	20	40	30	20	3.0	10	0000	40	40	30	20	0.0	1	1	0000	40	30	20	20	6.0	1	
1000	20	40	30	10	3.0	10	0000	40	40	30	10	0.0	1	1	0000	40	30	20	10	6.0	1	
1000	20	40	30	4	3.0	10	0000	40	40	30	4	0.0	1	1	0000	40	30	20	4	6.0	1	
1000	20	40	20	20	3.0	10	0000	40	40	20	20	0.0	1	1	0000	40	20	20	20	6.0	1	
1000	20	40	20	10	3.0	10	0000	40	40	20	10	0.0	1	1	0000	40	20	20	10	6.0	1	
1000	20	40	20	4	3.0	10	0000	40	40	20	4	0.0	1	1	0000	40	20	20	4	6.0	1	
1000	20	40	10	10	3.0	10	0000	40	40	10	10	0.0	1	1	0000	40	20	10	10	6.0	1	
1000	20	40	10	4	0.0	10	0000	40	40	10	4	0.0	1	0	null	0	0	0	0	0.0	0	
1000	20	30	30	30	3.0	10	0000	40	30	30	30	0.0	1	1	0000	30	30	30	20	6.0	1	
1000	20	30	30	20	3.0	10	0000	40	30	30	20	0.0	1	1	0000	30	30	20	20	6.0	1	
1000	20	30	30	10	3.0	10	0000	40	30	30	10	0.0	1	1	0000	30	30	20	10	6.0	1	
1000	20	30	30	4	3.0	10	0000	40	30	30	4	0.0	1	1	0000	30	30	20	4	6.0	1	
1000	20	30	20	20	3.0	10	0000	40	30	20	20	0.0	1	1	0000	30	20	20	20	6.0	1	
1000	20	30	20	10	3.0	10	0000	40	30	20	10	0.0	1	1	0000	30	20	20	10	6.0	1	
1000	20	30	20	4	0.0	10	0000	40	30	20	4	0.0	1	0	null	0	0	0	0	0.0	0	
1000	20	30	10	10	0.0	10	0000	40	30	10	10	0.0	1	0	null	0	0	0	0	0.0	0	
1000	20	20	20	20	3.0	10	0000	40	20	20	20	0.0	1	1	0000	20	20	20	20	6.0	1	
1000	20	20	20	10	0.0	10	0000	40	20	20	10	0.0	1	0	null	0	0	0	0	0.0	0	
1000	10	40	40	40	3.5	10	0000	40	40	40	40	0.0	1	1	0000	40	40	40	10	7.0	1	
1000	10	40	40	30	3.5	10	0000	40	40	40	30	0.0	1	1	0000	40	40	30	10	7.0	1	
1000	10	40	40	20	3.5	10	0000	40	40	40	20	0.0	1	1	0000	40	40	20	10	7.0	1	
