1000	300	400	400	400	3.333333333333333	100	0000	400	400	400	400	0.0	1	10	0000	400	400	400	300	5.0	1	1	0000	400	400	400	300	5.0	1	
1000	300	400	400	300	3.333333333333333	100	0000	400	400	400	300	0.0	1	10	0000	400	400	300	300	5.0	1	1	0000	400	400	300	300	5.0	1	
1000	300	400	400	200	3.333333333333333	100	0000	400	400	400	200	0.0	1	10	0000	400	400	300	200	5.0	1	1	0000	400	400	300	200	5.0	1	
1000	300	400	400	100	3.333333333333333	100	0000	400	400	400	100	0.0	1	10	0000	400	400	300	100	5.0	1	1	0000	400	400	300	100	5.0	1	
1000	300	400	400	40	3.333333333333333	100	0000	400	400	400	40	0.0	1	10	0000	400	400	300	40	5.0	1	1	0000	400	400	300	40	5.0	1	
1000	300	400	400	30	3.333333333333333	100	0000	400	400	400	30	0.0	1	10	0000	400	400	300	30	5.0	1	1	0000	400	400	300	30	5.0	1	
1000	300	400	400	20	3.333333333333333	100	0000	400	400	400	20	0.0	1	10	0000	400	400	300	20	5.0	1	1	0000	400	400	300	20	5.0	1	
1000	300	400	400	10	3.333333333333333	100	0000	400	400	400	10	0.0	1	10	0000	400	400	300	10	5.0	1	1	0000	400	400	300	10	5.0	1	
1000	300	400	400	4	3.333333333333333	100	0000	400	400	400	4	0.0	1	10	0000	400	400	300	4	5.0	1	1	0000	400	400	300	4	5.0	1	
1000	300	400	300	300	3.333333333333333	100	0000	400	400	300	300	0.0	1	10	0000	400	300	300	300	5.0	1	1	0000	400	300	300	300	5.0	1	
1000	300	400	300	200	3.333333333333333	100	0000	400	400	300	200	0.0	1	10	0000	400	300	300	200	5.0	1	1	0000	400	300	300	200	5.0	1	
1000	300	400	300	100	3.333333333333333	100	0000	400	400	300	100	0.0	1	10	0000	400	300	300	100	5.0	1	1	0000	400	300	300	100	5.0	1	
1000	300	400	300	40	3.333333333333333	100	0000	400	400	300	40	0.0	1	10	0000	400	300	300	40	5.0	1	1	0000	400	300	300	40	5.0	1	
